Filename,Size,Unit
/cd 1/01 Spor 1.mp3,797.25,K
/cd 1/02 Spor 2.mp3,5.53,M
/cd 1/03 Spor 3.mp3,4.73,M
/cd 1/04 Spor 4.mp3,5.39,M
/cd 1/05 Spor 5.mp3,2.27,M
/cd 1/06 Spor 6.mp3,4.46,M
/cd 1/07 Spor 7.mp3,4.58,M
/cd 1/08 Spor 8.mp3,4.65,M
/cd 1/09 Spor 9.mp3,4.84,M
/cd 1/10 Spor 10.mp3,4.55,M
/cd 1/11 Spor 11.mp3,3.16,M
/cd 1/12 Spor 12.mp3,5.18,M
/cd 1/13 Spor 13.mp3,4.97,M
/cd 1/14 Spor 14.mp3,4.84,M
/cd 1/15 Spor 15.mp3,4.88,M
/cd 1/16 Spor 16.mp3,1.99,M
/cd 1/desktop.ini,43,B
/cd 2/01 Spor 1.mp3,4.78,M
/cd 2/02 Spor 2.mp3,4.79,M
/cd 2/03 Spor 3.mp3,4.37,M
/cd 2/04 Spor 4.mp3,1.27,M
/cd 2/05 Spor 5.mp3,3.26,M
/cd 2/06 Spor 6.mp3,4.49,M
/cd 2/07 Spor 7.mp3,4.58,M
/cd 2/08 Spor 8.mp3,4.63,M
/cd 2/09 Spor 9.mp3,2.56,M
/cd 2/10 Spor 10.mp3,2.17,M
/cd 2/11 Spor 11.mp3,5.02,M
/cd 2/12 Spor 12.mp3,4.89,M
/cd 2/13 Spor 13.mp3,5.04,M
/cd 2/14 Spor 14.mp3,5.93,M
/cd 2/15 Spor 15.mp3,5.82,M
/cd 2/16 Spor 16.mp3,3.81,M
/cd 2/desktop.ini,43,B
/cd 3/01 Spor 1.mp3,4.73,M
/cd 3/02 Spor 2.mp3,2.47,M
/cd 3/03 Spor 3.mp3,5.01,M
/cd 3/04 Spor 4.mp3,1.69,M
/cd 3/05 Spor 5.mp3,4.48,M
/cd 3/06 Spor 6.mp3,4.17,M
/cd 3/07 Spor 7.mp3,4.5,M
/cd 3/08 Spor 8.mp3,1.89,M
/cd 3/09 Spor 9.mp3,4.7,M
/cd 3/10 Spor 10.mp3,1.83,M
/cd 3/11 Spor 11.mp3,4.82,M
/cd 3/12 Spor 12.mp3,3.88,M
/cd 3/13 Spor 13.mp3,4.38,M
/cd 3/14 Spor 14.mp3,4.75,M
/cd 3/15 Spor 15.mp3,5.15,M
/cd 3/16 Spor 16.mp3,5.17,M
/cd 3/17 Spor 17.mp3,1.74,M
/cd 3/18 Spor 18.mp3,2.09,M
/cd 3/desktop.ini,43,B
/cd 4/01 Spor 1.mp3,4.89,M
/cd 4/02 Spor 2.mp3,2.1,M
/cd 4/03 Spor 3.mp3,4.64,M
/cd 4/04 Spor 4.mp3,3.65,M
/cd 4/05 Spor 5.mp3,2.95,M
/cd 4/06 Spor 6.mp3,5.29,M
/cd 4/07 Spor 7.mp3,3.16,M
/cd 4/08 Spor 8.mp3,3.02,M
/cd 4/09 Spor 9.mp3,4.43,M
/cd 4/10 Spor 10.mp3,5.55,M
/cd 4/11 Spor 11.mp3,5,M
/cd 4/12 Spor 12.mp3,4.65,M
/cd 4/13 Spor 13.mp3,4.79,M
/cd 4/14 Spor 14.mp3,3.96,M
/cd 4/15 Spor 15.mp3,4.5,M
/cd 4/16 Spor 16.mp3,4.83,M
/cd 4/desktop.ini,43,B
/cd 5/01 Spor 1.mp3,4.93,M
/cd 5/02 Spor 2.mp3,3.05,M
/cd 5/03 Spor 3.mp3,4.72,M
/cd 5/04 Spor 4.mp3,2.89,M
/cd 5/05 Spor 5.mp3,5.56,M
/cd 5/06 Spor 6.mp3,4.65,M
/cd 5/07 Spor 7.mp3,4.6,M
/cd 5/08 Spor 8.mp3,4.82,M
/cd 5/09 Spor 9.mp3,2.26,M
/cd 5/10 Spor 10.mp3,2.32,M
/cd 5/11 Spor 11.mp3,4.8,M
/cd 5/12 Spor 12.mp3,1.45,M
/cd 5/13 Spor 13.mp3,5.03,M
/cd 5/14 Spor 14.mp3,2.36,M
/cd 5/15 Spor 15.mp3,3.98,M
/cd 5/16 Spor 16.mp3,4.46,M
/cd 5/17 Spor 17.mp3,2.8,M
/cd 5/18 Spor 18.mp3,2.28,M
/cd 5/desktop.ini,43,B
/cd 6/01 Spor 1.mp3,4.88,M
/cd 6/02 Spor 2.mp3,1.64,M
/cd 6/03 Spor 3.mp3,4.83,M
/cd 6/04 Spor 4.mp3,4.6,M
/cd 6/05 Spor 5.mp3,1.59,M
/cd 6/06 Spor 6.mp3,3.98,M
/cd 6/07 Spor 7.mp3,4.29,M
/cd 6/08 Spor 8.mp3,4.6,M
/cd 6/09 Spor 9.mp3,5,M
/cd 6/10 Spor 10.mp3,5.08,M
/cd 6/11 Spor 11.mp3,2.3,M
/cd 6/12 Spor 12.mp3,4.48,M
/cd 6/13 Spor 13.mp3,5.57,M
/cd 6/desktop.ini,43,B
/cd 7/01 Spor 1.mp3,4.55,M
/cd 7/02 Spor 2.mp3,2.07,M
/cd 7/03 Spor 3.mp3,4.3,M
/cd 7/04 Spor 4.mp3,1.19,M
/cd 7/05 Spor 5.mp3,4.61,M
/cd 7/06 Spor 6.mp3,4.78,M
/cd 7/desktop.ini,43,B
/desktop.ini,44,B
